Gene, Column, Accuracy
203738_at, 3265, 0.9166666666666666
203509_at, 3036, 0.9166666666666666
202973_x_at, 2502, 0.9166666666666666
202872_at, 2400, 0.9166666666666666
202870_s_at, 2398, 0.9166666666666666
202737_s_at, 2265, 0.9166666666666666
202690_s_at, 2218, 0.9166666666666666
202469_s_at, 1997, 0.9166666666666666
202244_at, 1772, 0.9166666666666666
201963_at, 1491, 0.9166666666666666
201956_s_at, 1484, 0.9166666666666666
201664_at, 1192, 0.9166666666666666
201587_s_at, 1115, 0.9166666666666666
201268_at, 796, 0.9166666666666666
201033_x_at, 561, 0.9166666666666666
200943_at, 471, 0.9166666666666666
200934_at, 462, 0.9166666666666666
200826_at, 354, 0.9166666666666666
200057_s_at, 78, 0.9166666666666666
336_at, 21790, 0.9027777777777778
222077_s_at, 21437, 0.9027777777777778
221923_s_at, 21283, 0.9027777777777778
220975_s_at, 20339, 0.9027777777777778
220491_at, 19855, 0.9027777777777778
220148_at, 19512, 0.9027777777777778
219485_s_at, 18849, 0.9027777777777778
219293_s_at, 18657, 0.9027777777777778
219161_s_at, 18525, 0.9027777777777778
218982_s_at, 18346, 0.9027777777777778
218883_s_at, 18247, 0.9027777777777778
218672_at, 18036, 0.9027777777777778
218622_at, 17987, 0.9027777777777778
218595_s_at, 17960, 0.9027777777777778
218594_at, 17959, 0.9027777777777778
218576_s_at, 17941, 0.9027777777777778
218361_at, 17726, 0.9027777777777778
218238_at, 17603, 0.9027777777777778
218061_at, 17426, 0.9027777777777778
218039_at, 17404, 0.9027777777777778
218014_at, 17379, 0.9027777777777778
217558_at, 16923, 0.9027777777777778
217197_x_at, 16564, 0.9027777777777778
215322_at, 14696, 0.9027777777777778
214719_at, 14095, 0.9027777777777778
213581_at, 12961, 0.9027777777777778
213478_at, 12859, 0.9027777777777778
213399_x_at, 12780, 0.9027777777777778
213226_at, 12608, 0.9027777777777778
213071_at, 12454, 0.9027777777777778
212857_x_at, 12242, 0.9027777777777778
212247_at, 11633, 0.9027777777777778
212129_at, 11515, 0.9027777777777778
212067_s_at, 11453, 0.9027777777777778
211765_x_at, 11164, 0.9027777777777778
211489_at, 10896, 0.9027777777777778
211058_x_at, 10502, 0.9027777777777778
210844_x_at, 10304, 0.9027777777777778
210143_at, 9627, 0.9027777777777778
210095_s_at, 9579, 0.9027777777777778
210013_at, 9498, 0.9027777777777778
209613_s_at, 9103, 0.9027777777777778
209609_s_at, 9099, 0.9027777777777778
209523_at, 9016, 0.9027777777777778
208815_x_at, 8310, 0.9027777777777778
208689_s_at, 8184, 0.9027777777777778
208652_at, 8149, 0.9027777777777778
208644_at, 8141, 0.9027777777777778
208369_s_at, 7870, 0.9027777777777778
207995_s_at, 7506, 0.9027777777777778
207468_s_at, 6990, 0.9027777777777778
207407_x_at, 6930, 0.9027777777777778
206938_at, 6464, 0.9027777777777778
206840_at, 6366, 0.9027777777777778
206680_at, 6206, 0.9027777777777778
206514_s_at, 6040, 0.9027777777777778
206453_s_at, 5979, 0.9027777777777778
206305_s_at, 5831, 0.9027777777777778
206119_at, 5645, 0.9027777777777778
205943_at, 5470, 0.9027777777777778
205819_at, 5346, 0.9027777777777778
205789_at, 5316, 0.9027777777777778
205531_s_at, 5058, 0.9027777777777778
205449_at, 4976, 0.9027777777777778
205306_x_at, 4833, 0.9027777777777778
205225_at, 4752, 0.9027777777777778
204170_s_at, 3697, 0.9027777777777778
204162_at, 3689, 0.9027777777777778
204127_at, 3654, 0.9027777777777778
204026_s_at, 3553, 0.9027777777777778
203800_s_at, 3327, 0.9027777777777778
203764_at, 3291, 0.9027777777777778
203714_s_at, 3241, 0.9027777777777778
203358_s_at, 2885, 0.9027777777777778
203218_at, 2746, 0.9027777777777778
202960_s_at, 2489, 0.9027777777777778
202810_at, 2338, 0.9027777777777778
202544_at, 2072, 0.9027777777777778
202475_at, 2003, 0.9027777777777778
202413_s_at, 1941, 0.9027777777777778
202410_x_at, 1938, 0.9027777777777778
202345_s_at, 1873, 0.9027777777777778
202184_s_at, 1712, 0.9027777777777778
202168_at, 1696, 0.9027777777777778
202095_s_at, 1623, 0.9027777777777778
201656_at, 1184, 0.9027777777777778
201577_at, 1105, 0.9027777777777778
201378_s_at, 906, 0.9027777777777778
201342_at, 870, 0.9027777777777778
201292_at, 820, 0.9027777777777778
201275_at, 803, 0.9027777777777778
201128_s_at, 656, 0.9027777777777778
200853_at, 381, 0.9027777777777778
200834_s_at, 362, 0.9027777777777778
200783_s_at, 311, 0.9027777777777778
200765_x_at, 293, 0.9027777777777778
200068_s_at, 89, 0.9027777777777778
200064_at, 85, 0.9027777777777778
200037_s_at, 58, 0.9027777777777778
46323_at, 22026, 0.8888888888888888
37201_at, 21872, 0.8888888888888888
222250_s_at, 21609, 0.8888888888888888
222083_at, 21443, 0.8888888888888888
222036_s_at, 21396, 0.8888888888888888
221922_at, 21282, 0.8888888888888888
221584_s_at, 20946, 0.8888888888888888
220116_at, 19480, 0.8888888888888888
219526_at, 18890, 0.8888888888888888
219313_at, 18677, 0.8888888888888888
219037_at, 18401, 0.8888888888888888
219030_at, 18394, 0.8888888888888888
218853_s_at, 18217, 0.8888888888888888
218782_s_at, 18146, 0.8888888888888888
218741_at, 18105, 0.8888888888888888
218726_at, 18090, 0.8888888888888888
218698_at, 18062, 0.8888888888888888
218662_s_at, 18026, 0.8888888888888888
218561_s_at, 17926, 0.8888888888888888
218552_at, 17917, 0.8888888888888888
218542_at, 17907, 0.8888888888888888
218350_s_at, 17715, 0.8888888888888888
218308_at, 17673, 0.8888888888888888
217750_s_at, 17115, 0.8888888888888888
215299_x_at, 14673, 0.8888888888888888
215017_s_at, 14391, 0.8888888888888888
214864_s_at, 14239, 0.8888888888888888
214415_at, 13794, 0.8888888888888888
214261_s_at, 13640, 0.8888888888888888
214142_at, 13521, 0.8888888888888888
214003_x_at, 13382, 0.8888888888888888
213911_s_at, 13290, 0.8888888888888888
213828_x_at, 13208, 0.8888888888888888
213720_s_at, 13100, 0.8888888888888888
213706_at, 13086, 0.8888888888888888
213491_x_at, 12872, 0.8888888888888888
213321_at, 12702, 0.8888888888888888
213008_at, 12391, 0.8888888888888888
212859_x_at, 12244, 0.8888888888888888
212331_at, 11716, 0.8888888888888888
212099_at, 11485, 0.8888888888888888
211980_at, 11367, 0.8888888888888888
211940_x_at, 11328, 0.8888888888888888
211933_s_at, 11321, 0.8888888888888888
211896_s_at, 11284, 0.8888888888888888
211761_s_at, 11160, 0.8888888888888888
211684_s_at, 11085, 0.8888888888888888
211501_s_at, 10908, 0.8888888888888888
211456_x_at, 10865, 0.8888888888888888
211295_x_at, 10718, 0.8888888888888888
210751_s_at, 10212, 0.8888888888888888
210559_s_at, 10027, 0.8888888888888888
210427_x_at, 9905, 0.8888888888888888
210125_s_at, 9609, 0.8888888888888888
210087_s_at, 9571, 0.8888888888888888
210052_s_at, 9537, 0.8888888888888888
209975_at, 9461, 0.8888888888888888
209773_s_at, 9261, 0.8888888888888888
209696_at, 9184, 0.8888888888888888
209335_at, 8828, 0.8888888888888888
209268_at, 8762, 0.8888888888888888
209236_at, 8730, 0.8888888888888888
208880_s_at, 8375, 0.8888888888888888
208724_s_at, 8219, 0.8888888888888888
208696_at, 8191, 0.8888888888888888
208693_s_at, 8188, 0.8888888888888888
208659_at, 8156, 0.8888888888888888
208639_x_at, 8136, 0.8888888888888888
208029_s_at, 7538, 0.8888888888888888
207828_s_at, 7347, 0.8888888888888888
207584_at, 7105, 0.8888888888888888
206846_s_at, 6372, 0.8888888888888888
206743_s_at, 6269, 0.8888888888888888
206550_s_at, 6076, 0.8888888888888888
205909_at, 5436, 0.8888888888888888
205860_x_at, 5387, 0.8888888888888888
205844_at, 5371, 0.8888888888888888
205690_s_at, 5217, 0.8888888888888888
205649_s_at, 5176, 0.8888888888888888
205442_at, 4969, 0.8888888888888888
205440_s_at, 4967, 0.8888888888888888
205436_s_at, 4963, 0.8888888888888888
205361_s_at, 4888, 0.8888888888888888
205034_at, 4561, 0.8888888888888888
204767_s_at, 4294, 0.8888888888888888
204700_x_at, 4227, 0.8888888888888888
204442_x_at, 3969, 0.8888888888888888
204240_s_at, 3767, 0.8888888888888888
203908_at, 3435, 0.8888888888888888
203881_s_at, 3408, 0.8888888888888888
203732_at, 3259, 0.8888888888888888
203522_at, 3049, 0.8888888888888888
203500_at, 3027, 0.8888888888888888
203484_at, 3011, 0.8888888888888888
203362_s_at, 2889, 0.8888888888888888
203213_at, 2741, 0.8888888888888888
203182_s_at, 2710, 0.8888888888888888
202836_s_at, 2364, 0.8888888888888888
202309_at, 1837, 0.8888888888888888
202261_at, 1789, 0.8888888888888888
202187_s_at, 1715, 0.8888888888888888
202145_at, 1673, 0.8888888888888888
202141_s_at, 1669, 0.8888888888888888
202126_at, 1654, 0.8888888888888888
201897_s_at, 1425, 0.8888888888888888
201841_s_at, 1369, 0.8888888888888888
201694_s_at, 1222, 0.8888888888888888
201693_s_at, 1221, 0.8888888888888888
201478_s_at, 1006, 0.8888888888888888
201425_at, 953, 0.8888888888888888
201291_s_at, 819, 0.8888888888888888
201266_at, 794, 0.8888888888888888
201199_s_at, 727, 0.8888888888888888
201092_at, 620, 0.8888888888888888
201077_s_at, 605, 0.8888888888888888
200889_s_at, 417, 0.8888888888888888
200842_s_at, 370, 0.8888888888888888
200792_at, 320, 0.8888888888888888
200771_at, 299, 0.8888888888888888
200627_at, 155, 0.8888888888888888
200024_at, 45, 0.8888888888888888
200014_s_at, 35, 0.8888888888888888
52940_at, 22086, 0.875
48031_r_at, 22040, 0.875
221746_at, 21106, 0.875
221727_at, 21087, 0.875
221523_s_at, 20886, 0.875
221505_at, 20868, 0.875
221139_s_at, 20502, 0.875
220794_at, 20158, 0.875
220524_at, 19888, 0.875
220186_s_at, 19550, 0.875
220037_s_at, 19401, 0.875
220032_at, 19396, 0.875
219632_s_at, 18996, 0.875
219481_at, 18845, 0.875
219083_at, 18447, 0.875
219059_s_at, 18423, 0.875
218788_s_at, 18152, 0.875
218768_at, 18132, 0.875
218663_at, 18027, 0.875
218567_x_at, 17932, 0.875
218322_s_at, 17687, 0.875
218296_x_at, 17661, 0.875
218285_s_at, 17650, 0.875
218247_s_at, 17612, 0.875
218181_s_at, 17546, 0.875
218162_at, 17527, 0.875
218059_at, 17424, 0.875
217946_s_at, 17311, 0.875
217918_at, 17283, 0.875
217836_s_at, 17201, 0.875
217774_s_at, 17139, 0.875
217519_at, 16884, 0.875
217286_s_at, 16651, 0.875
217127_at, 16494, 0.875
216576_x_at, 15946, 0.875
216336_x_at, 15707, 0.875
215712_s_at, 15085, 0.875
215578_at, 14951, 0.875
215253_s_at, 14627, 0.875
215178_x_at, 14552, 0.875
214946_x_at, 14321, 0.875
214420_s_at, 13799, 0.875
214211_at, 13590, 0.875
214193_s_at, 13572, 0.875
213684_s_at, 13064, 0.875
213626_at, 13006, 0.875
213513_x_at, 12894, 0.875
213355_at, 12736, 0.875
213330_s_at, 12711, 0.875
213320_at, 12701, 0.875
213310_at, 12691, 0.875
213222_at, 12604, 0.875
212896_at, 12281, 0.875
212779_at, 12164, 0.875
212766_s_at, 12151, 0.875
212591_at, 11976, 0.875
212560_at, 11945, 0.875
212519_at, 11904, 0.875
212402_at, 11787, 0.875
212320_at, 11705, 0.875
212226_s_at, 11612, 0.875
212143_s_at, 11529, 0.875
212141_at, 11527, 0.875
211662_s_at, 11066, 0.875
211594_s_at, 10999, 0.875
211557_x_at, 10962, 0.875
211494_s_at, 10901, 0.875
211483_x_at, 10890, 0.875
210215_at, 9697, 0.875
210168_at, 9652, 0.875
210142_x_at, 9626, 0.875
210106_at, 9590, 0.875
209916_at, 9402, 0.875
209642_at, 9131, 0.875
209612_s_at, 9102, 0.875
209567_at, 9057, 0.875
209541_at, 9034, 0.875
209408_at, 8901, 0.875
209382_at, 8875, 0.875
209251_x_at, 8745, 0.875
209160_at, 8654, 0.875
209085_x_at, 8579, 0.875
209044_x_at, 8538, 0.875
208977_x_at, 8471, 0.875
208937_s_at, 8432, 0.875
208834_x_at, 8329, 0.875
208805_at, 8300, 0.875
208778_s_at, 8273, 0.875
208743_s_at, 8238, 0.875
208722_s_at, 8217, 0.875
208716_s_at, 8211, 0.875
208609_s_at, 8107, 0.875
208470_s_at, 7968, 0.875
208383_s_at, 7884, 0.875
208367_x_at, 7868, 0.875
207718_x_at, 7239, 0.875
207621_s_at, 7142, 0.875
207168_s_at, 6694, 0.875
206979_at, 6505, 0.875
206697_s_at, 6223, 0.875
206450_at, 5976, 0.875
206424_at, 5950, 0.875
206052_s_at, 5578, 0.875
205942_s_at, 5469, 0.875
205849_s_at, 5376, 0.875
205433_at, 4960, 0.875
205404_at, 4931, 0.875
204955_at, 4482, 0.875
204763_s_at, 4290, 0.875
204719_at, 4246, 0.875
204704_s_at, 4231, 0.875
204541_at, 4068, 0.875
204159_at, 3686, 0.875
204146_at, 3673, 0.875
204033_at, 3560, 0.875
203854_at, 3381, 0.875
203743_s_at, 3270, 0.875
203142_s_at, 2670, 0.875
203138_at, 2666, 0.875
203073_at, 2602, 0.875
202983_at, 2512, 0.875
202963_at, 2492, 0.875
202892_at, 2420, 0.875
202811_at, 2339, 0.875
202633_at, 2161, 0.875
202602_s_at, 2130, 0.875
202366_at, 1894, 0.875
202324_s_at, 1852, 0.875
202306_at, 1834, 0.875
202027_at, 1555, 0.875
201973_s_at, 1501, 0.875
201943_s_at, 1471, 0.875
201941_at, 1469, 0.875
201681_s_at, 1209, 0.875
201672_s_at, 1200, 0.875
201590_x_at, 1118, 0.875
201508_at, 1036, 0.875
201479_at, 1007, 0.875
201477_s_at, 1005, 0.875
201377_at, 905, 0.875
201112_s_at, 640, 0.875
201111_at, 639, 0.875
201074_at, 602, 0.875
200996_at, 524, 0.875
200986_at, 514, 0.875
200949_x_at, 477, 0.875
200763_s_at, 291, 0.875
200710_at, 238, 0.875
200675_at, 203, 0.875
200652_at, 180, 0.875
200065_s_at, 86, 0.875
200021_at, 42, 0.875
53987_at, 22094, 0.8611111111111112
53720_at, 22091, 0.8611111111111112
53202_at, 22090, 0.8611111111111112
49452_at, 22056, 0.8611111111111112
36829_at, 21853, 0.8611111111111112
31807_at, 21748, 0.8611111111111112
222039_at, 21399, 0.8611111111111112
221804_s_at, 21164, 0.8611111111111112
221732_at, 21092, 0.8611111111111112
221589_s_at, 20951, 0.8611111111111112
221588_x_at, 20950, 0.8611111111111112
221573_at, 20936, 0.8611111111111112
221552_at, 20915, 0.8611111111111112
220878_at, 20242, 0.8611111111111112
220239_at, 19603, 0.8611111111111112
220112_at, 19476, 0.8611111111111112
219990_at, 19354, 0.8611111111111112
219791_s_at, 19155, 0.8611111111111112
219733_s_at, 19097, 0.8611111111111112
219649_at, 19013, 0.8611111111111112
219277_s_at, 18641, 0.8611111111111112
219240_s_at, 18604, 0.8611111111111112
219230_at, 18594, 0.8611111111111112
219157_at, 18521, 0.8611111111111112
219147_s_at, 18511, 0.8611111111111112
219061_s_at, 18425, 0.8611111111111112
219029_at, 18393, 0.8611111111111112
218966_at, 18330, 0.8611111111111112
218931_at, 18295, 0.8611111111111112
218909_at, 18273, 0.8611111111111112
218772_x_at, 18136, 0.8611111111111112
218715_at, 18079, 0.8611111111111112
218688_at, 18052, 0.8611111111111112
218510_x_at, 17875, 0.8611111111111112
218391_at, 17756, 0.8611111111111112
218316_at, 17681, 0.8611111111111112
218106_s_at, 17471, 0.8611111111111112
217978_s_at, 17343, 0.8611111111111112
217963_s_at, 17328, 0.8611111111111112
217851_s_at, 17216, 0.8611111111111112
217755_at, 17120, 0.8611111111111112
217564_s_at, 16929, 0.8611111111111112
217238_s_at, 16605, 0.8611111111111112
217133_x_at, 16500, 0.8611111111111112
217022_s_at, 16392, 0.8611111111111112
216903_s_at, 16273, 0.8611111111111112
216840_s_at, 16210, 0.8611111111111112
216320_x_at, 15692, 0.8611111111111112
215380_s_at, 14754, 0.8611111111111112
215231_at, 14605, 0.8611111111111112
215157_x_at, 14531, 0.8611111111111112
214696_at, 14072, 0.8611111111111112
214501_s_at, 13880, 0.8611111111111112
214454_at, 13833, 0.8611111111111112
214430_at, 13809, 0.8611111111111112
214133_at, 13512, 0.8611111111111112
213988_s_at, 13367, 0.8611111111111112
213969_x_at, 13348, 0.8611111111111112
213931_at, 13310, 0.8611111111111112
213661_at, 13041, 0.8611111111111112
213380_x_at, 12761, 0.8611111111111112
213293_s_at, 12674, 0.8611111111111112
213134_x_at, 12517, 0.8611111111111112
213088_s_at, 12471, 0.8611111111111112
212832_s_at, 12217, 0.8611111111111112
212807_s_at, 12192, 0.8611111111111112
212800_at, 12185, 0.8611111111111112
212543_at, 11928, 0.8611111111111112
212461_at, 11846, 0.8611111111111112
212405_s_at, 11790, 0.8611111111111112
212144_at, 11530, 0.8611111111111112
212088_at, 11474, 0.8611111111111112
212023_s_at, 11409, 0.8611111111111112
211813_x_at, 11209, 0.8611111111111112
211759_x_at, 11158, 0.8611111111111112
211303_x_at, 10726, 0.8611111111111112
211138_s_at, 10581, 0.8611111111111112
211068_x_at, 10512, 0.8611111111111112
211042_x_at, 10486, 0.8611111111111112
210942_s_at, 10389, 0.8611111111111112
210889_s_at, 10343, 0.8611111111111112
210766_s_at, 10227, 0.8611111111111112
210460_s_at, 9938, 0.8611111111111112
210097_s_at, 9581, 0.8611111111111112
210063_at, 9548, 0.8611111111111112
209978_s_at, 9464, 0.8611111111111112
209960_at, 9446, 0.8611111111111112
209903_s_at, 9389, 0.8611111111111112
209841_s_at, 9327, 0.8611111111111112
209825_s_at, 9311, 0.8611111111111112
209796_s_at, 9284, 0.8611111111111112
209774_x_at, 9262, 0.8611111111111112
209712_at, 9200, 0.8611111111111112
209711_at, 9199, 0.8611111111111112
209460_at, 8953, 0.8611111111111112
209421_at, 8914, 0.8611111111111112
209368_at, 8861, 0.8611111111111112
209309_at, 8803, 0.8611111111111112
209284_s_at, 8778, 0.8611111111111112
209220_at, 8714, 0.8611111111111112
208799_at, 8294, 0.8611111111111112
208767_s_at, 8262, 0.8611111111111112
208759_at, 8254, 0.8611111111111112
208758_at, 8253, 0.8611111111111112
208694_at, 8189, 0.8611111111111112
208684_at, 8179, 0.8611111111111112
207809_s_at, 7328, 0.8611111111111112
207808_s_at, 7327, 0.8611111111111112
207668_x_at, 7189, 0.8611111111111112
207560_at, 7081, 0.8611111111111112
207185_at, 6710, 0.8611111111111112
207096_at, 6622, 0.8611111111111112
207076_s_at, 6602, 0.8611111111111112
206867_at, 6393, 0.8611111111111112
206755_at, 6281, 0.8611111111111112
206727_at, 6253, 0.8611111111111112
206706_at, 6232, 0.8611111111111112
206629_at, 6155, 0.8611111111111112
206469_x_at, 5995, 0.8611111111111112
206344_at, 5870, 0.8611111111111112
206287_s_at, 5813, 0.8611111111111112
206239_s_at, 5765, 0.8611111111111112
206065_s_at, 5591, 0.8611111111111112
205999_x_at, 5526, 0.8611111111111112
205876_at, 5403, 0.8611111111111112
205871_at, 5398, 0.8611111111111112
205858_at, 5385, 0.8611111111111112
205807_s_at, 5334, 0.8611111111111112
205644_s_at, 5171, 0.8611111111111112
205582_s_at, 5109, 0.8611111111111112
205363_at, 4890, 0.8611111111111112
205343_at, 4870, 0.8611111111111112
205307_s_at, 4834, 0.8611111111111112
205284_at, 4811, 0.8611111111111112
205194_at, 4721, 0.8611111111111112
205141_at, 4668, 0.8611111111111112
205079_s_at, 4606, 0.8611111111111112
205073_at, 4600, 0.8611111111111112
205053_at, 4580, 0.8611111111111112
204905_s_at, 4432, 0.8611111111111112
204521_at, 4048, 0.8611111111111112
204483_at, 4010, 0.8611111111111112
204290_s_at, 3817, 0.8611111111111112
204272_at, 3799, 0.8611111111111112
204224_s_at, 3751, 0.8611111111111112
204066_s_at, 3593, 0.8611111111111112
204023_at, 3550, 0.8611111111111112
203983_at, 3510, 0.8611111111111112
203547_at, 3074, 0.8611111111111112
203521_s_at, 3048, 0.8611111111111112
203455_s_at, 2982, 0.8611111111111112
203434_s_at, 2961, 0.8611111111111112
203432_at, 2959, 0.8611111111111112
203415_at, 2942, 0.8611111111111112
203120_at, 2649, 0.8611111111111112
203095_at, 2624, 0.8611111111111112
203008_x_at, 2537, 0.8611111111111112
202961_s_at, 2490, 0.8611111111111112
202954_at, 2483, 0.8611111111111112
202926_at, 2455, 0.8611111111111112
202868_s_at, 2396, 0.8611111111111112
202813_at, 2341, 0.8611111111111112
202715_at, 2243, 0.8611111111111112
202647_s_at, 2175, 0.8611111111111112
202635_s_at, 2163, 0.8611111111111112
202589_at, 2117, 0.8611111111111112
202557_at, 2085, 0.8611111111111112
202246_s_at, 1774, 0.8611111111111112
202212_at, 1740, 0.8611111111111112
202153_s_at, 1681, 0.8611111111111112
202081_at, 1609, 0.8611111111111112
202003_s_at, 1531, 0.8611111111111112
201985_at, 1513, 0.8611111111111112
201944_at, 1472, 0.8611111111111112
201875_s_at, 1403, 0.8611111111111112
201608_s_at, 1136, 0.8611111111111112
201592_at, 1120, 0.8611111111111112
201584_s_at, 1112, 0.8611111111111112
201565_s_at, 1093, 0.8611111111111112
201555_at, 1083, 0.8611111111111112
201521_s_at, 1049, 0.8611111111111112
201518_at, 1046, 0.8611111111111112
201441_at, 969, 0.8611111111111112
201405_s_at, 933, 0.8611111111111112
201303_at, 831, 0.8611111111111112
201261_x_at, 789, 0.8611111111111112
201252_at, 780, 0.8611111111111112
201214_s_at, 742, 0.8611111111111112
201201_at, 729, 0.8611111111111112
201135_at, 663, 0.8611111111111112
201027_s_at, 555, 0.8611111111111112
